id,department_code,insee_code,zip_code,name,slug,gps_lat,gps_lng
130,01,01139,01560,Curciat-Dongalon,"curciat dongalon",46.488223573883,5.1661274570447
131,01,01140,01310,Curtafond,curtafond,46.273678142077,5.1037170491803
132,01,01141,01300,Cuzieu,cuzieu,45.818852688172,5.6798859139785
133,01,01142,01120,Dagneux,dagneux,45.85737752809,5.0744668539326
134,01,01143,01220,Divonne-les-Bains,"divonne les bains",46.37205265,6.11931745
135,01,01145,01240,Dompierre-sur-Veyle,"dompierre sur veyle",46.065636772487,5.2151875661376
136,01,01146,01400,Dompierre-sur-Chalaronne,"dompierre sur chalaronne",46.143917279412,4.9006142647059
137,01,01147,01270,Domsure,domsure,46.424201433121,5.2931132165605
138,01,01148,01590,Dortan,dortan,46.313479781022,5.6452366423358
139,01,01149,01500,Douvres,douvres,45.985360549451,5.3741294505495
140,01,01150,01250,Drom,drom,46.223626826923,5.3699690384615
141,01,01151,01160,Druillat,druillat,46.068407205882,5.2952876470588
142,01,01152,01130,Échallon,echallon,46.223541649485,5.7368471134021
143,01,01153,01170,Échenevex,echenevex,46.315665100671,6.0226862416107
144,01,01154,01340,Étrez,etrez,46.341437405063,5.1962487341772
145,01,01155,01230,Évosges,evosges,45.957167126437,5.4972251724138
146,01,01156,01800,Faramans,faramans,45.907376808511,5.1228655319149
147,01,01157,01480,Fareins,fareins,46.02390752809,4.766631235955
148,01,01158,01550,Farges,farges,46.162470901639,5.919221147541
149,01,01159,01570,Feillens,feillens,46.337210529412,4.8906094117647
150,01,01160,01210,Ferney-Voltaire,"ferney voltaire",46.25432,6.106802238806
151,01,01162,01350,Flaxieu,flaxieu,45.811773389831,5.740849661017
152,01,01163,01340,Foissiat,foissiat,46.378325784314,5.1871447058823
153,01,01165,01090,Francheleins,francheleins,46.071930666667,4.8244355238095
154,01,01166,01480,Frans,frans,45.992107755102,4.7765397959184
155,01,01167,01140,Garnerans,garnerans,46.211864821429,4.8331286904762
156,01,01169,01090,Genouilleux,genouilleux,46.122538823529,4.8012541176471
157,01,01170,01460,Béard-Géovreissiat,"beard geovreissiat",46.191400963855,5.5497537349398
158,01,01171,01100,Géovreisset,geovreisset,46.255557377049,5.6189375409836
159,01,01173,01170,Gex,gex,46.343585086207,6.0474881896552
160,01,01174,01130,Giron,giron,46.217934651163,5.7870181395349
161,01,01175,01190,Gorrevod,gorrevod,46.415424347826,4.9559078985507
162,01,01177,01250,Grand-Corent,"grand corent",46.215234157303,5.4387987640449
163,01,01179,01290,Grièges,grieges,46.263813429952,4.853151352657
164,01,01180,01220,Grilly,grilly,46.329173411765,6.1152829411765
165,01,01181,01100,Groissiat,groissiat,46.223585714286,5.6182269642857
166,01,01183,01090,Guéreins,guereins,46.104459090909,4.7865461363636
167,01,01184,01250,Hautecourt-Romanèche,"hautecourt romaneche",46.162525359477,5.4267312418301
168,01,01185,01110,Hauteville-Lompnes,"hauteville lompnes",45.964660108696,5.5721920108696
169,01,01186,01110,Hostiaz,hostiaz,45.905305163399,5.535915751634
170,01,01187,01260,"Haut Valromey","haut valromey",46.036290947075,5.67748
171,01,01188,01140,Illiat,illiat,46.186238926829,4.8932894634146
172,01,01189,01200,Injoux-Génissiat,"injoux genissiat",46.047714744898,5.7695633673469
173,01,01190,01680,Innimond,innimond,45.791637425743,5.569959009901
174,01,01191,01430,Izenave,izenave,46.039865545455,5.5238256363636
175,01,01192,01580,Izernore,izernore,46.216806709677,5.5550115483871
176,01,01193,01300,Izieu,izieu,45.653658888889,5.6392182407407
177,01,01194,01480,Jassans-Riottier,"jassans riottier",45.978991153846,4.7605163461538
178,01,01195,01250,Jasseron,jasseron,46.218284535519,5.3143085245902
179,01,01196,01340,Jayat,jayat,46.370248333333,5.1118788738739
180,01,01197,01250,Journans,journans,46.147251538462,5.3365584615385
181,01,01198,01800,Joyeux,joyeux,45.951558083333,5.1024899166667
182,01,01199,01640,Jujurieux,jujurieux,46.046191277533,5.418876123348
183,01,01200,01450,Labalme,labalme,46.089693956044,5.4893517582418
184,01,01202,01150,Lagnieu,lagnieu,45.894874597701,5.3415022988506
185,01,01203,01290,Laiz,laiz,46.24715602649,4.8994701324503
186,01,01204,01130,"Le Poizat-Lalleyriat","le poizat lalleyriat",46.139619230769,5.691783986014
187,01,01205,01200,Lancrans,lancrans,46.128197835052,5.8395102061856
188,01,01206,01430,Lantenay,lantenay,46.057073707865,5.5390223595506
189,01,01207,01330,Lapeyrouse,lapeyrouse,45.987971652174,4.9771595652174
190,01,01208,01350,Lavours,lavours,45.813437636364,5.7735469090909
191,01,01209,01200,Léaz,leaz,46.111214893617,5.8763674468085
192,01,01210,01410,Lélex,lelex,46.289668350515,5.9245162886598
193,01,01211,01240,Lent,lent,46.116253246753,5.1986912121212
194,01,01212,01560,Lescheroux,lescheroux,46.411605091743,5.1486756422018
195,01,01213,01150,Leyment,leyment,45.929987241379,5.2960704597701
196,01,01214,01450,Leyssard,leyssard,46.162673965517,5.4735514655172
197,01,01215,01420,Lhôpital,lhopital,46.025032916667,5.766591875
198,01,01216,01680,Lhuis,lhuis,45.752178111888,5.5374274825175
199,01,01218,01260,Lochieu,lochieu,45.928839477612,5.7351398507463
200,01,01219,01680,Lompnas,lompnas,45.809677810219,5.5253610948905
201,01,01221,01260,Lompnieu,lompnieu,45.972324782609,5.6684386956522
202,01,01224,01360,Loyettes,loyettes,45.792332325581,5.2050141860465
203,01,01225,01090,Lurcy,lurcy,46.063368888889,4.7789851851852
204,01,01227,01300,Magnieu,magnieu,45.779252727273,5.7123558677686
205,01,01228,01430,Maillat,maillat,46.1188594,5.5318290666667
206,01,01229,01340,Malafretaz,malafretaz,46.326033823529,5.1405652941176
207,01,01230,01560,Mantenay-Montlin,"mantenay montlin",46.4296861875,5.1049473125
208,01,01231,01570,Manziat,manziat,46.361492569444,4.9042084027778
209,01,01232,01851,Marboz,marboz,46.349246390977,5.2432285964912
210,01,01233,01680,Marchamp,marchamp,45.776306388889,5.5450161111111
211,01,01234,01300,Marignieu,marignieu,45.801284343434,5.7165661616162
212,01,01235,01240,Marlieux,marlieux,46.052591918605,5.0709296511628
213,01,01236,01340,Marsonnas,marsonnas,46.340699460581,5.0654969709544
214,01,01237,01100,Martignat,martignat,46.206200786517,5.6146128089888
215,01,01238,01600,Massieux,massieux,45.90955675,4.831477
216,01,01239,01300,Massignieu-de-Rives,"massignieu de rives",45.754210408163,5.7556647959184
217,01,01240,01580,Matafelon-Granges,"matafelon granges",46.246085579399,5.5280351502146
218,01,01241,01370,Meillonnas,meillonnas,46.247842051282,5.3291216239316
219,01,01242,01450,Mérignat,merignat,46.064974848485,5.441378030303
220,01,01243,01480,Messimy-sur-Saône,"messimy sur saone",46.047638947368,4.763769122807
221,01,01244,01800,Meximieux,meximieux,45.912567586207,5.1961089655172
222,01,01245,01250,Bohas-Meyriat-Rignat,"bohas meyriat rignat",46.142560829268,5.3784070731707
223,01,01246,01660,Mézériat,mezeriat,46.241712925926,5.0485121111111
224,01,01247,01170,Mijoux,mijoux,46.3368057,6.0574695
225,01,01247,01410,Mijoux,mijoux,46.366475,5.996778
226,01,01248,01390,Mionnay,mionnay,45.900122410714,4.9314715178571
227,01,01249,01700,Miribel,miribel,45.841244383562,4.9393190410959
228,01,01250,01600,Misérieux,miserieux,45.978420555556,4.8066330555556
229,01,01252,01140,Mogneneins,mogneneins,46.14272862069,4.8260457471264
230,01,01254,01250,Montagnat,montagnat,46.170310727273,5.2786688484849
231,01,01255,01470,Montagnieu,montagnieu,45.800685243902,5.4626657317073
232,01,01257,01200,Montanges,montanges,46.169097472527,5.7949802197802
233,01,01258,01090,Montceaux,montceaux,46.101005272727,4.8032549090909
234,01,01259,01310,Montcet,montcet,46.219900451613,5.1123139354839
235,01,01260,01800,"Le Montellier","le montellier",45.925398953488,5.0653569767442
236,01,01261,01390,Monthieux,monthieux,45.963843882353,4.9423116470588
237,01,01262,01120,Montluel,montluel,45.891905259516,5.0257379930796
238,01,01263,01090,Montmerle-sur-Saône,"montmerle sur saone",46.084961785714,4.7599917857143
239,01,01264,01310,Montracol,montracol,46.185700204082,5.1193601020408
240,01,01265,01460,Montréal-la-Cluse,"montreal la cluse",46.176810841122,5.5894499065421
241,01,01266,01340,Montrevel-en-Bresse,"montrevel en bresse",46.325558957055,5.1109804907975
242,01,01267,01460,Nurieux-Volognat,"nurieux volognat",46.186473603604,5.5230589189189
243,01,01268,01300,Murs-et-Gélignieux,"murs et gelignieux",45.641982891566,5.6540642168675
244,01,01269,01130,Nantua,nantua,46.153405,5.607762
245,01,01269,01460,Nantua,nantua,46.1801574,5.5472134
246,01,01272,01400,Neuville-les-Dames,"neuville les dames",46.158577114428,5.0070058208955
247,01,01273,01160,Neuville-sur-Ain,"neuville sur ain",46.09326285,5.3694566
248,01,01274,01130,"Les Neyrolles","les neyrolles",46.132647283951,5.6349672839506
249,01,01275,01700,Neyron,neyron,45.822600526316,4.9291730263158
250,01,01276,01120,Niévroz,nievroz,45.823148,5.0594624444444
251,01,01277,01230,Nivollet-Montgriffon,"nivollet montgriffon",46.001063550725,5.4596884782609
252,01,01279,01230,Oncieu,oncieu,45.964945730337,5.4746008988764
253,01,01280,01510,Ordonnaz,ordonnaz,45.83268056,5.5402864
254,01,01281,01210,Ornex,ornex,46.27579212766,6.0947413829787
255,01,01282,01430,Outriaz,outriaz,46.067567692308,5.5522518681319
256,01,01283,01100,Oyonnax,oyonnax,46.268454712644,5.6376346551724
257,01,01284,01190,Ozan,ozan,46.38681127907,4.9144151162791
258,01,01285,01600,Parcieux,parcieux,45.919951041667,4.8313279166667
259,01,01286,01300,"Parves et Nattages","parves et nattages",45.735421680672,5.745638487395
260,01,01288,01630,Péron,peron,46.186958944444,5.9307188888889
261,01,01289,01960,Péronnas,peronnas,46.169719892473,5.2113004301075
262,01,01290,01800,Pérouges,perouges,45.885807724138,5.1754495172414
263,01,01291,01540,Perrex,perrex,46.248870689655,4.9702835057471
264,01,01293,01430,Peyriat,peyriat,46.147357058824,5.5112255882353
265,01,01294,01300,Peyrieu,peyrieu,45.679287764706,5.6784827058823
266,01,01295,01140,Peyzieux-sur-Saône,"peyzieux sur saone",46.124812815534,4.8235725242719
267,01,01296,01270,Pirajoux,pirajoux,46.387808848684,5.2729334539474
268,01,01297,01120,Pizay,pizay,45.885806376812,5.0904425362319
269,01,01298,01130,Plagne,plagne,46.18455969697,5.722765050505
270,01,01299,01330,"Le Plantay","le plantay",46.023204557823,5.0932321088435
271,01,01301,01310,Polliat,polliat,46.246783405797,5.1373959057971
272,01,01302,01350,Pollieu,pollieu,45.792105416667,5.7492647916667
273,01,01303,01450,Poncin,poncin,46.088460914286,5.4168878857143
274,01,01304,01160,Pont-d'Ain,"pont d ain",46.0566544,5.34724504
275,01,01305,01190,Pont-de-Vaux,"pont de vaux",46.439337440476,4.9311148809524
276,01,01306,01290,Pont-de-Veyle,"pont de veyle",46.263302763158,4.8831168421053
277,01,01307,01460,Port,port,46.157693823529,5.5769536764706
278,01,01308,01550,Pougny,pougny,46.148147428571,5.9473418095238
279,01,01309,01250,Pouillat,pouillat,46.32487872549,5.4252788235294
280,01,01310,01300,Prémeyzel,premeyzel,45.68328398374,5.6448224390244
281,01,01311,01110,Prémillieu,premillieu,45.874012090909,5.5635925454545
282,01,01313,01280,Prévessin-Moëns,"prevessin moens",46.260051595092,6.073103803681
283,01,01314,01160,Priay,priay,46.02245064,5.28135056
284,01,01317,01250,Ramasse,ramasse,46.191196111111,5.3574535555556
285,01,01318,01390,Rancé,rance,45.971031851852,4.8674598148148
286,01,01319,01990,Relevant,relevant,46.080110289855,4.9415097101449
287,01,01320,01750,Replonges,replonges,46.308020479452,4.8833526712329
288,01,01321,01250,Revonnas,revonnas,46.163379090909,5.3356696969697
289,01,01322,01600,Reyrieux,reyrieux,45.937064814815,4.8314667901235
290,01,01323,01190,Reyssouze,reyssouze,46.431555754717,4.9117678301887
291,01,01325,01800,Rignieux-le-Franc,"rignieux le franc",45.952580931373,5.1710135294118
292,01,01328,01400,Romans,romans,46.121131560976,5.0181029268293
293,01,01329,01510,Rossillon,rossillon,45.834869692308,5.5901095384615
294,01,01330,01260,Ruffieu,ruffieu,46.003381777778,5.6644216666667
295,01,01331,01450,Saint-Alban,"saint alban",46.097748372093,5.4549434883721
296,01,01332,01380,Saint-André-de-Bâgé,"saint andre de bage",46.299248974359,4.9148964102564
297,01,01333,01390,Saint-André-de-Corcy,"saint andre de corcy",45.922975488722,4.9511169172932
298,01,01334,01290,Saint-André-d'Huiriat,"saint andre d huiriat",46.210860235294,4.9052168235294
299,01,01335,01240,Saint-André-le-Bouchoux,"saint andre le bouchoux",46.11387,5.0801015322581
300,01,01336,01960,Saint-André-sur-Vieux-Jonc,"saint andre sur vieux jonc",46.15003497992,5.142272811245
301,01,01337,01190,Saint-Bénigne,"saint benigne",46.44806865,4.95658635
302,01,01338,01300,Groslée-Saint-Benoit,"groslee saint benoit",45.7015115,5.5804025
303,01,01338,01680,Groslée-Saint-Benoit,"groslee saint benoit",45.714085,5.569955
304,01,01339,01600,Saint-Bernard,"saint bernard",45.949240612245,4.7452465306122
305,01,01341,01300,Saint-Champ,"saint champ",45.784561851852,5.7288506172839
306,01,01342,01120,Sainte-Croix,"sainte croix",45.897845175439,5.0472085964912
307,01,01343,01380,Saint-Cyr-sur-Menthon,"saint cyr sur menthon",46.273666701031,4.9657138659794
308,01,01344,01000,Saint-Denis-lès-Bourg,"saint denis les bourg",46.211603954802,5.1798916384181
309,01,01345,01500,Saint-Denis-en-Bugey,"saint denis en bugey",45.949422419355,5.3237666129032
310,01,01346,01340,Saint-Didier-d'Aussiat,"saint didier d aussiat",46.30805965812,5.0548059401709
311,01,01347,01600,Saint-Didier-de-Formans,"saint didier de formans",45.956260851064,4.7744057446809
312,01,01348,01140,Saint-Didier-sur-Chalaronne,"saint didier sur chalaronne",46.18464519774,4.8200663276836
313,01,01349,01800,Saint-Éloi,"saint eloi",45.932708928571,5.1540408571429
314,01,01350,01370,Saint-Étienne-du-Bois,"saint etienne du bois",46.27508734375,5.28916484375
315,01,01351,01140,Saint-Étienne-sur-Chalaronne,"saint etienne sur chalaronne",46.144004549763,4.8731389099526
316,01,01352,01190,Saint-Étienne-sur-Reyssouze,"saint etienne sur reyssouze",46.403713148148,5.0094353703704
317,01,01353,01600,Sainte-Euphémie,"sainte euphemie",45.971091212121,4.7919345454545
318,01,01354,01630,Saint-Genis-Pouilly,"saint genis pouilly",46.255310614525,6.0338029608939
319,01,01355,01380,Saint-Genis-sur-Menthon,"saint genis sur menthon",46.281856012658,5.013186835443
320,01,01356,01400,Saint-Georges-sur-Renon,"saint georges sur renon",46.10366440367,5.0294793577982
321,01,01357,01130,Saint-Germain-de-Joux,"saint germain de joux",46.18433781457,5.7397023178808
322,01,01358,01300,Saint-Germain-les-Paroisses,"saint germain les paroisses",45.765746503497,5.6195942657343
323,01,01359,01240,Saint-Germain-sur-Renon,"saint germain sur renon",46.077766453488,5.0560798837209
324,01,01360,01630,Saint-Jean-de-Gonville,"saint jean de gonville",46.213567537313,5.9485408955224
325,01,01361,01800,Saint-Jean-de-Niost,"saint jean de niost",45.842411791045,5.2058689552239
326,01,01362,01390,Saint-Jean-de-Thurigneux,"saint jean de thurigneux",45.955596976744,4.9084358139535
327,01,01363,01640,Saint-Jean-le-Vieux,"saint jean le vieux",46.031344444444,5.3838333333333
328,01,01364,01560,Saint-Jean-sur-Reyssouze,"saint jean sur reyssouze",46.396315681063,5.0608316943522
329,01,01365,01290,Saint-Jean-sur-Veyle,"saint jean sur veyle",46.26549675,4.926397625
330,01,01366,01150,Sainte-Julie,"sainte julie",45.890518846154,5.28701
331,01,01367,01560,Saint-Julien-sur-Reyssouze,"saint julien sur reyssouze",46.397460054054,5.1065961081081
332,01,01368,01540,Saint-Julien-sur-Veyle,"saint julien sur veyle",46.205004782609,4.9597010559006
333,01,01369,01250,Saint-Just,"saint just",46.192578173077,5.2854538461538
334,01,01370,01750,Saint-Laurent-sur-Saône,"saint laurent sur saone",46.3056,4.8406876470588
335,01,01371,01390,Saint-Marcel,"saint marcel",45.949043432836,4.9880255223881
336,01,01372,01510,Saint-Martin-de-Bavel,"saint martin de bavel",45.848408,5.6790085
337,01,01373,01430,Saint-Martin-du-Frêne,"saint martin du frene",46.137912089552,5.5607188059701
338,01,01374,01160,Saint-Martin-du-Mont,"saint martin du mont",46.10578908046,5.3363602873563
339,01,01375,01310,Saint-Martin-le-Châtel,"saint martin le chatel",46.289546964286,5.1248483928571
340,01,01376,01700,Saint-Maurice-de-Beynost,"saint maurice de beynost",45.840060824742,4.9750116494845
341,01,01378,01800,Saint-Maurice-de-Gourdans,"saint maurice de gourdans",45.816258688525,5.1719239344262
342,01,01379,01500,Saint-Maurice-de-Rémens,"saint maurice de remens",45.959091588785,5.2739736448598
343,01,01380,01560,Saint-Nizier-le-Bouchoux,"saint nizier le bouchoux",46.455524243421,5.1771637828947
344,01,01381,01320,Saint-Nizier-le-Désert,"saint nizier le desert",46.056621912568,5.1448345355191
345,01,01382,01330,Sainte-Olive,"sainte olive",46.01548210084,4.9349597478992
346,01,01383,01240,Saint-Paul-de-Varax,"saint paul de varax",46.094532553191,5.1323431489362
347,01,01384,01230,Saint-Rambert-en-Bugey,"saint rambert en bugey",45.951948318584,5.4421298672566
348,01,01385,01310,Saint-Rémy,"saint remy",46.182723015873,5.1671148412698
349,01,01386,01150,Saint-Sorlin-en-Bugey,"saint sorlin en bugey",45.889022166667,5.37645925
350,01,01387,01340,Saint-Sulpice,"saint sulpice",46.320560833333,5.0428247619048
351,01,01388,01560,Saint-Trivier-de-Courtes,"saint trivier de courtes",46.458275126904,5.0665529441624
352,01,01389,01990,Saint-Trivier-sur-Moignans,"saint trivier sur moignans",46.058216792453,4.9023261509434
353,01,01390,01150,Saint-Vulbas,"saint vulbas",45.8318759375,5.2759490625
354,01,01391,01270,Salavre,salavre,46.364444012739,5.344440955414
